x, y
52.411791,0.725074
52.561952,0.829538
52.531624,0.934909
52.563437,0.609586
52.703011,0.869865
52.571555,0.825463
52.650614,0.776975
52.411018,0.747202
52.414128,0.752278
52.414987,0.750523
52.423833,0.742527
52.660911,0.939028
52.605651,0.646245
52.67468,1.069466
52.556726,0.868802
52.681701,0.939802
52.646123,0.68865
52.392749,0.999564
52.496684,0.983533
51.599399,0.296689
51.601103,0.335159
51.640068,0.225091
51.648019,0.273372
51.692593,0.319492
51.616085,0.299207
51.67087,0.385766
51.6153,0.299818
51.621319,0.2969
51.639362,0.27502
51.640834,0.275657
51.693451,0.316135
51.594854,0.35449
51.608962,0.307499
51.62323,0.308613
51.641032,0.243422
51.570599,0.330175
51.620651,0.305737
51.62323,0.308613
51.622126,0.307112
51.6237,0.260424
51.607123,0.297628
51.620699,0.304699
51.570212,0.343287
51.622045,0.305316
51.611772,0.299033
51.592376,0.282345
51.628689,0.303558
51.61074,0.311287
51.606722,0.334812
51.594984,0.356937
51.631196,0.329638
51.634079,0.353688
51.612097,0.322723
51.612097,0.322723
51.627467,0.347061
51.631911,0.337536
51.672184,0.387917
51.672184,0.387917
51.667508,0.273726
51.666877,0.261705
51.615523,0.295741
51.604944,0.300522
51.630301,0.328523
51.653362,0.257461
51.683953,0.368977
51.630796,0.33258
51.615051,0.299198
51.653362,0.257461
51.619144,0.298683
51.634328,0.341721
51.655497,0.357458
51.62941,0.346149
51.644335,0.271323
51.631178,0.322354
51.619424,0.299087
51.648019,0.273372
51.584572,0.362215
51.628925,0.279945
51.612951,0.277296
51.618195,0.303518
51.617232,0.30032
51.621387,0.268905
51.584572,0.362215
51.620249,0.300602
51.593077,0.284228
51.670168,0.384441
51.637909,0.278575
51.617232,0.30032
51.681304,0.290344
51.611765,0.273553
51.633184,0.352587
51.606818,0.299432
51.612838,0.32799
51.685682,0.369284
51.665981,0.269455
51.630563,0.321658
51.619484,0.299683
51.652161,0.350259
51.5965,0.350849
51.590281,0.315388
51.579913,0.355536
51.622126,0.307112
51.631759,0.333424
51.693035,0.318487
51.669973,0.383882
51.619891,0.299096
51.607544,0.265326
51.594315,0.369637
51.628136,0.380372
51.655497,0.357458
51.568475,0.341539
51.624593,0.301472
51.628302,0.294854
51.637313,0.326353
51.663047,0.276568
51.620225,0.302696
51.67087,0.385766
51.619891,0.299096
51.619484,0.299683
51.619535,0.299352
51.640312,0.258461
51.667835,0.298024
51.613952,0.322616
51.675652,0.29382
51.618919,0.30877
51.622547,0.303984
51.682999,0.281807
51.690876,0.374374
51.572144,0.315736
51.588609,0.307131
51.629884,0.319586
52.793972,1.250331
52.677743,1.411708
52.795301,1.250757
52.753482,1.29986
52.69111,1.282452
52.661501,1.330522
52.6768,1.224885
52.662066,1.418636
52.704159,1.239695
52.810647,1.228586
52.637347,1.331701
52.764656,1.114267
52.69394,1.245703
52.802476,1.133575
52.6411,1.558422
52.647421,1.331004
52.634403,1.338824
52.723008,1.105357
52.628107,1.363944
52.728381,1.290838
52.663104,1.106445
52.618815,1.47724
52.664068,1.489962
52.762698,1.110732
52.621437,1.490527
52.728245,1.36958
52.633343,1.448251
52.638531,1.547819
52.688048,1.318098
52.659648,1.301628
52.676052,1.48861
52.733495,1.219589
52.699876,1.409275
52.687245,1.212513
52.698933,1.125571
52.652031,1.352177
52.625415,1.42766
52.587889,1.554253
52.72751,1.35299
52.676406,1.223169
52.606154,1.57553
52.578608,1.512072
52.728245,1.36958
52.711038,1.313846
52.625778,1.343606
52.617368,1.46984
52.686814,1.197223
52.662769,1.379418
52.629014,1.361442
52.728053,1.363358
52.65102,1.441021
52.648832,1.566592
52.770443,1.163686
52.721471,1.108447
52.626541,1.33824
52.665424,1.261664
52.675901,1.224877
52.597965,1.512632
52.638216,1.345221
52.762698,1.110732
52.794228,1.247873
52.740738,1.264489
52.682158,1.43912
52.649682,1.327671
52.662969,1.108507
52.683492,1.372731
52.770067,1.255949
52.781815,1.010516
52.625415,1.42766
52.626226,1.336324
52.664849,1.496711
52.558742,1.574429
52.68088,1.16194
52.619086,1.438736
52.626591,1.333263
52.793972,1.250332
52.683141,1.178634
52.706192,1.12076
52.654523,1.269193
52.658431,1.541963
52.657345,1.306187
52.642825,1.342187
52.702475,1.397693
51.764698,-0.011158
51.743733,-0.018945
51.70663,-0.059848
51.745806,-0.018695
51.69548,-0.042541
51.716862,-0.04835
51.693311,-0.034879
51.779377,-0.017747
51.710152,-0.085998
51.700068,-0.034558
51.767133,-0.006269
51.761556,-0.012036
51.84005,-0.275105
51.702924,-0.034912
51.712246,-0.075473
51.709939,-0.065294
51.767133,-0.006269
51.767996,0.002176
51.759397,-0.010899
51.762124,-0.010489
51.745679,-0.019672
51.722414,-0.026002
51.84005,-0.275105
51.703301,-0.045098
51.752403,-0.014741
51.710809,-0.087099
51.757883,-0.01282
51.704061,-0.048076
51.710078,-0.048671
51.701065,-0.033994
51.760608,-0.019265
51.703335,-0.025067
51.685278,-0.032565
51.712998,-0.031797
51.706549,-0.036578
51.733546,-0.023823
51.686856,-0.036562
51.712925,-0.051183
51.731742,-0.025089
51.702847,-0.02545
51.696657,-0.034908
51.764354,-0.01213
51.683407,-0.033616
51.689811,-0.034756
51.691256,-0.036213
51.709388,-0.081022
51.745806,-0.018695
51.761556,-0.012036
51.702847,-0.02545
51.711661,-0.04979
51.734373,-0.038269
52.212441,0.112782
52.205002,0.120947
52.209025,0.118255
52.206283,0.120203
52.213738,0.124159
52.207309,0.124159
52.218016,0.143687
52.204932,0.127807
52.207271,0.12423
52.198334,0.142623
52.193371,0.133181
52.206283,0.120203
52.21817,0.146081
52.208244,0.119652
52.175103,0.112942
52.230666,0.138805
52.207309,0.124159
52.200288,0.14001
52.217025,0.138808
52.206307,0.120862
52.204302,0.119362
52.197986,0.138509
52.198979,0.134796
52.204222,0.120324
52.174445,0.111068
52.21381,0.127675
52.196295,0.125083
52.200195,0.126718
52.181376,0.152954
52.196903,0.107245
52.186903,0.171259
52.198688,0.135513
52.197346,0.145034
52.213078,0.112826
52.200132,0.134222
52.207484,0.125924
52.206283,0.120203
52.19617,0.126028
52.202093,0.116213
52.204115,0.11827
52.204605,0.137934
52.196092,0.155114
52.208346,0.133488
52.202987,0.138925
52.207449,0.122878
52.221817,0.118453
52.215658,0.116916
52.20279,0.123446
52.210305,0.144955
52.204852,0.1402
52.2047,0.133197
52.204115,0.11827
52.205447,0.128666
52.200312,0.148074
52.194151,0.131287
52.202564,0.141934
52.2281,0.145945
52.201026,0.125981
52.200081,0.113542
52.215347,0.110694
52.19519,0.131527
52.175104,0.112942
52.209395,0.118653
52.207357,0.129475
52.190766,0.136509
52.209395,0.118653
52.188419,0.152841
52.201476,0.116505
52.222428,0.135906
52.209025,0.118255
52.210223,0.115604
52.214511,0.124679
52.210943,0.112564
52.188744,0.138899
52.20279,0.123446
52.187377,0.147348
52.196999,0.149728
52.229653,0.127701
52.205707,0.134211
52.197912,0.123667
52.204654,0.13277
52.213738,0.124159
52.199286,0.139698
52.210305,0.144955
52.221201,0.095541
52.208244,0.119652
51.519149,0.609047
51.512844,0.597704
51.545735,0.566215
51.51959,0.569127
51.545298,0.562324
51.554331,0.556009
51.540594,0.566488
51.549708,0.568776
51.562406,0.575782
51.522153,0.602962
51.521689,0.61493
51.519964,0.588941
51.51776,0.6157
51.526793,0.598945
51.521439,0.590927
51.553419,0.6072
51.531643,0.58013
51.514624,0.612767
51.55342,0.6072
51.555332,0.610541
51.55342,0.6072
51.545298,0.562324
51.52124,0.592242
51.545298,0.562324
51.519896,0.625149
51.51106,0.553686
51.566365,0.550176
51.519622,0.592583
51.522096,0.58034
51.51987,0.593202
51.549773,0.55796
51.548699,0.565141
51.512845,0.597704
51.570456,0.594898
51.514362,0.580695
51.55342,0.6072
51.568889,0.581965
51.513239,0.601416
51.571406,0.562754
52.03208,-0.49799
51.992666,-0.266602
51.872089,-0.534701
52.020015,-0.225845
51.965847,-0.429593
51.965847,-0.429593
52.068366,-0.269611
52.087275,-0.264077
52.0085,-0.306132
52.147261,-0.32468
51.960913,-0.492365
51.935151,-0.534365
51.890126,-0.521705
52.020014,-0.225845
52.007229,-0.524421
51.887248,-0.523137
51.913591,-0.529368
51.891877,-0.528711
51.881919,-0.555944
51.909613,-0.599091
52.073927,-0.628768
52.08505,-0.261931
51.968262,-0.64268
51.910526,-0.50593
51.890126,-0.521705
51.904849,-0.517035
52.116599,-0.223196
52.009815,-0.447928
51.937738,-0.667283
51.909774,-0.619613
51.95995,-0.371522
51.990084,-0.619577
52.054681,-0.545742
51.995492,-0.366825
52.084708,-0.265636
52.131528,-0.215662
51.965225,-0.427532
51.921027,-0.424482
52.073318,-0.525337
52.019908,-0.227132
52.020015,-0.225845
51.824439,-0.511507
52.035799,-0.30303
51.90938,-0.575198
52.014073,-0.628005
51.945903,-0.530552
51.921471,-0.662385
51.941753,-0.655003
51.917343,-0.657622
51.886635,-0.522284
52.124385,-0.282006
52.062118,-0.549556
51.948982,-0.531615
51.832388,-0.516543
51.982384,-0.495139
51.893554,-0.531984
51.990085,-0.619578
52.060019,-0.348397
51.915853,-0.663279
52.009229,-0.498449
52.039607,-0.33422
51.967267,-0.42752
52.001642,-0.498586
51.86674,-0.454702
51.943035,-0.441781
52.013913,-0.222473
52.110629,-0.164521
52.07293,-0.489105
51.905817,-0.514721
51.980074,-0.498041
51.920652,-0.643404
52.073814,-0.291127
52.073928,-0.628768
52.038145,-0.334492
51.86452,-0.458191
51.995509,-0.45202
52.07244,-0.604666
51.992735,-0.360531
52.029077,-0.28588
52.10485,-0.32281
51.886635,-0.522285
51.905818,-0.514722
52.001676,-0.486436
51.949601,-0.53222
52.027342,-0.444056
51.941753,-0.655003
51.889417,-0.496284
51.852962,-0.508055
51.886821,-0.513473
52.03642,-0.286255
51.904965,-0.598435
52.004673,-0.495062
52.027251,-0.42428
52.018117,-0.239619
52.008374,-0.531202
51.881766,-0.514076
52.030819,-0.462303
51.87437,-0.513738
51.888461,-0.525974
51.926962,-0.673303
51.915333,-0.66501
52.036494,-0.302581
52.055474,-0.311313
51.981651,-0.568348
52.027251,-0.42428
52.062462,-0.38978
51.881766,-0.514076
51.891499,-0.486173
51.91402,-0.680969
52.081173,-0.341779
51.912631,-0.510978
51.948005,-0.656081
52.031833,-0.494135
51.85974,-0.481924
52.110998,-0.214291
51.903724,-0.522683
51.915773,-0.660213
52.082071,-0.197159
51.888225,-0.504374
51.980818,-0.368757
51.886635,-0.522285
52.086256,-0.264496
51.948982,-0.531615
51.988941,-0.619423
51.879332,-0.563479
51.852386,-0.533759
52.024496,-0.264133
51.886926,-0.521796
51.960913,-0.492365
52.00819,-0.304002
52.028228,-0.494184
51.848527,-0.475637
51.884524,-0.528137
51.915773,-0.660213
52.060012,-0.27078
51.926023,-0.547242
52.033179,-0.494615
52.031833,-0.494135
52.129423,-0.286488
51.931465,-0.561349
52.037334,-0.320381
52.086357,-0.256712
51.939523,-0.479873
51.831022,-0.520855
51.961124,-0.584765
52.040102,-0.64036
51.853838,-0.431621
52.015578,-0.577481
52.008073,-0.649562
51.885126,-0.519545
51.913546,-0.675531
52.013953,-0.231113
51.924218,-0.659628
51.927707,-0.500851
52.00759,-0.424577
52.016183,-0.341167
51.914878,-0.658961
52.001672,-0.495264
52.043236,-0.637625
52.068613,-0.607164
52.145488,-0.242946
52.005589,-0.266701
51.970648,-0.427605
52.013088,-0.643888
52.086256,-0.264496
52.011581,-0.459145
51.928846,-0.583352
51.878375,-0.593742
52.011591,-0.601241
52.016993,-0.263855
52.063008,-0.326959
51.902296,-0.545231
51.884657,-0.525852
52.032001,-0.491856
52.036056,-0.326668
52.083133,-0.252124
51.946516,-0.532918
51.886635,-0.522285
51.913546,-0.675531
51.984136,-0.49294
52.030095,-0.466774
51.735429,0.466393
51.665374,0.448717
51.731215,0.474737
51.623686,0.568821
51.737034,0.466625
51.66373,0.443003
51.794716,0.454515
51.652391,0.548714
51.730374,0.464235
51.763864,0.547337
51.689611,0.585445
51.736602,0.506535
51.751246,0.451853
51.740526,0.447115
51.751246,0.451853
51.725031,0.465175
51.713048,0.505783
51.718386,0.455272
51.741644,0.495704
51.734173,0.47907
51.751024,0.384004
51.710731,0.466974
51.715605,0.579964
51.716602,0.475126
51.731134,0.473458
51.737223,0.475978
51.718586,0.460351
51.731483,0.497374
51.72166,0.372526
51.697424,0.467263
51.702129,0.465044
51.753988,0.494211
51.735192,0.470378
51.730758,0.478927
51.711396,0.515333
51.718509,0.49553
51.722301,0.467981
51.699673,0.459918
51.644742,0.61754
51.733037,0.473605
51.790649,0.476062
51.731483,0.497374
51.732944,0.476729
51.779468,0.456065
51.729576,0.473576
51.736026,0.482025
51.739879,0.4402
51.737395,0.48449
51.653075,0.435996
51.728505,0.463786
51.731272,0.47335
51.622754,0.534367
51.758067,0.543054
51.729148,0.465269
51.741667,0.452783
51.650464,0.60736
51.735767,0.469134
51.737898,0.485358
51.687781,0.409313
51.736037,0.479346
51.73003,0.42633
51.73592,0.481078
51.703037,0.462489
51.713692,0.520643
51.71954,0.453409
51.764462,0.547994
51.73224,0.476908
51.643541,0.619813
51.741644,0.495704
51.665374,0.448717
51.720511,0.451724
51.738219,0.484607
51.735429,0.466393
51.728681,0.469965
51.717854,0.599102
51.762385,0.473485
51.716568,0.583609
51.736938,0.467315
51.730013,0.472036
51.718744,0.564751
51.663931,0.59746
51.68972,0.417808
51.740252,0.454676
51.832937,0.412728
51.735429,0.466393
51.729475,0.468096
51.741386,0.466196
51.826311,0.462996
51.712912,0.57357
51.727697,0.468434
51.721832,0.346081
51.638846,0.606881
51.736985,0.390246
51.743243,0.495806
51.679949,0.560576
51.626181,0.480864
51.734891,0.577297
51.756362,0.524091
51.713816,0.386853
51.748391,0.402439
51.621147,0.56323
51.664591,0.44571
51.754619,0.445341
51.8049,0.414349
51.730445,0.474579
51.635597,0.466348
51.650191,0.517725
51.729148,0.465269
51.736588,0.467731
51.743059,0.49639
51.742,0.57547
51.790111,0.465301
51.723217,0.488505
51.75765,0.475821
51.79355,0.457382
51.7382,0.466312
51.676605,0.463383
51.724091,0.485484
51.761806,0.422267
51.744224,0.484734
51.746137,0.489084
51.785202,0.453665
51.65168,0.600389
51.735911,0.472546
51.682453,0.433971
51.737695,0.468124
51.635933,0.47261
51.694344,0.585729
51.735356,0.471154
51.72923,0.475034
51.732894,0.476567
51.670424,0.498005
51.644192,0.618029
51.730354,0.466522
51.701048,0.473655
51.715812,0.500984
51.635237,0.6139
51.729217,0.42872
51.833732,0.917598
51.886419,0.899674
51.889978,0.899788
51.860272,0.824422
51.889978,0.899788
51.897254,0.948956
51.897491,0.893802
51.902096,0.894142
51.881124,0.928253
51.887576,0.895055
51.898889,0.746627
51.858285,0.909919
51.787644,0.972281
51.889774,0.902565
51.89006,0.909938
51.781093,0.90009
51.792163,0.979947
51.912105,0.89163
51.850935,0.866111
51.867166,0.879448
51.897928,0.824415
51.887837,0.903094
51.88309,0.916812
51.89006,0.909938
51.889762,0.935311
51.926382,0.880446
51.8856,0.898997
51.866524,0.962155
51.887777,0.890184
51.891118,0.900602
51.875522,0.727417
51.887882,0.892487
51.886941,0.840352
51.776145,0.917229
51.889706,0.909267
51.885952,0.897101
51.808057,0.741578
51.884737,0.909507
51.838081,0.753288
51.908368,0.79055
51.890322,0.896045
51.805743,0.909275
51.889487,0.904378
51.909676,0.847443
51.877246,0.760288
51.887782,0.902393
51.854486,0.958764
51.858468,0.947362
51.889941,0.901646
51.886133,0.90108
51.887882,0.892487
51.887652,0.900001
51.876569,0.945015
51.881872,0.926412
51.897729,0.898382
51.885777,0.894706
51.869454,0.798862
51.856052,0.948686
51.807457,0.747997
51.870856,0.874947
51.88309,0.916812
51.952962,0.851875
51.854587,0.960107
51.821741,0.745224
51.887652,0.900001
51.881522,0.910418
51.889774,0.902565
51.891206,0.898849
51.949132,0.805409
51.887743,0.897783
51.889876,0.897368
51.885698,0.894251
51.870214,0.963473
51.891696,0.906323
51.783543,0.93473
51.902493,0.929715
51.879052,0.906292
51.856331,0.959045
51.833959,0.822078
51.843991,0.857262
51.873325,0.86184
51.898133,0.89476
51.884105,0.903449
51.886133,0.90108
51.887486,0.896517
51.810698,0.885581
51.880658,0.865038
51.887923,0.900687
51.877758,0.901166
51.82857,0.726509
51.778078,0.917267
51.854486,0.958764
51.953174,0.914432
51.881184,0.912823
51.946673,0.934618
51.804567,0.735404
51.911099,0.790662
51.887837,0.903094
51.881456,0.926108
51.813052,0.749513
51.92182,0.754019
51.882334,0.810125
51.952202,0.771149
51.775738,0.904256
51.844644,0.943453
